System,3wrobotNI
Controller,LQR
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[2.5, 2.5, 20.0, 3.0, 2.0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,94.604512,9.4604512,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,94.59130582572489,18.91958178257249,-0.22000000000000003,-0.284
0.009625025278351216,-3.00000443277506,-3.0020754481330694,1.567320778237615,94.46760942029071,28.36634272460156,-0.22000000000000003,-0.284
0.059625025278351215,-3.0001207606633944,-3.0130747405936202,1.553120778237615,93.74855496328533,37.741198220930094,-0.22000000000000003,-0.284
0.10962502527835122,-3.0003932615277176,-3.0240712723236376,1.538920778237615,102.39054403717205,47.9802526246473,1.759275071382456,-0.4309509909458245
0.1596250252783512,-2.996989098013048,-2.945199574212483,1.5180429272167697,99.88603088489091,57.96885571313639,1.759275071382456,-0.4309509909458245
0.2096250252783512,-2.9914048752205975,-2.857414956978469,1.4964953776694785,97.22986056092446,67.69184176922884,1.759275071382456,-0.4309509909458245
0.2596250252783512,-2.983930551726846,-2.769771035024754,1.4749478281221873,94.54579433737975,77.14642120296682,1.7496888791091407,-0.45467356021687017
0.3096250252783512,-2.974574253515777,-2.6827462367168238,1.4523222607785946,91.89553699755918,86.33597490272274,1.7496888791091407,-0.45467356021687017
0.35962502527835116,-2.963247327585477,-2.5960000606392737,1.429588582767751,89.27228753155727,95.26320365587847,1.7496888791091407,-0.45467356021687017
0.40962502527835115,-2.9499514387473775,-2.509533780187801,1.4068549047569074,86.51584366672716,103.91478802255119,1.7298273960843304,-0.4765435620410995
0.45962502527835114,-2.9348138331427323,-2.4242874868271413,1.383127394631916,83.91767892438426,112.30655591498962,1.7298273960843304,-0.4765435620410995
0.5096250252783512,-2.9176664462688597,-2.3395150251600287,1.359300216529861,81.17743552584434,120.42429946757404,1.710935038342352,-0.48802035040428837
0.5596250252783512,-2.8986758832697896,-2.25601663138645,1.3349515020816143,78.62996639265465,128.2872961068395,1.710935038342352,-0.48802035040428837
0.6096250252783513,-2.8776738565672044,-2.1730901667791827,1.3105504845613998,75.89683497067895,135.8769796039074,1.6875200943346473,-0.4972384077784241
